"coef_GC_Income","coef_GC_Indemp","model"
-0.0631355775090622,-0.111743662605574,"SVR"
-0.0630444107923909,-0.112197090970455,"SVR"
-0.062775709731005,-0.110444012120164,"SVR"
-0.0635638398989592,-0.113680881041774,"SVR"
-0.0164393931115233,-0.00723209437068995,"SVR"
-0.0164523187550387,-0.00745336526710538,"SVR"
-0.0164801716336909,-0.0082399245855166,"SVR"
-0.0163616243163448,-0.00620313189567286,"SVR"
-0.0164584527100006,-0.00758405290688623,"SVR"
-0.016135044180249,-0.0277798050574397,"SVR"
-0.0349594775945866,-0.101480998514269,"SVR"
-0.0343925873008409,-0.0680791614074375,"SVR"
-0.0154411988138049,-0.0193957014474374,"SVR"
-0.0148949683886688,-0.0272067691407969,"SVR"
-0.0154616248254231,-0.040258220834344,"SVR"
-0.0178958921611896,-0.0464804423454908,"SVR"
-0.0486816338692317,-0.0706872311472031,"SVR"
-0.0465092284349433,-0.0657583162417714,"SVR"
-0.0525190092227018,-0.0798255773484959,"SVR"
-0.048405641244111,-0.0710151171270904,"SVR"
-0.0469233130724013,-0.0666608311361252,"SVR"
-0.0508744472750867,-0.0760808635446934,"SVR"
-0.0556464451282791,-0.0878162230103542,"SVR"
-0.048846016207616,-0.0711830678402338,"SVR"
-0.0514311575775866,-0.0771433999335091,"SVR"
-0.0504273949690295,-0.0747387961776741,"SVR"
-0.0619580309273766,-0.105804824197417,"SVR"
-0.0586447013024556,-0.094862643709526,"SVR"
-0.0605445265874194,-0.100572045332622,"SVR"
-0.0602063203414144,-0.10021955363306,"SVR"
-0.0470573080592945,-0.0699097220613598,"SVR"
-0.0582077670914741,-0.0947522797356782,"SVR"
-0.0590885319078755,-0.0974344580578496,"SVR"
-0.0568383418348184,-0.0915347442205713,"SVR"
-0.05846025761175,-0.0957506943264381,"SVR"
-0.060148349945517,-0.10061203027346,"SVR"
-0.0158862331361265,-0.0141476280187958,"SVR"
-0.015693639972911,-0.0156115220216193,"SVR"
-0.0159452194770303,-0.0140128956157782,"SVR"
-0.0608476923597628,-0.102982935213489,"SVR"
-0.0618032061059595,-0.104155669193633,"SVR"
-0.055458190789571,-0.0932084762401552,"SVR"
-0.062611503119833,-0.107425658787891,"SVR"
